,player_name,team,conf,GP,Min_per,ORtg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,year,pid,hometown,new school, ast/tov, rimmade, rimmade+rimmiss, midmade, midmade+midmiss, rimmade/(rimmade+rimmiss), midmade/(midmade+midmiss), dunksmade, dunksmiss+dunksmade, dunksmade/(dunksmade+dunksmiss), dporpag, stops, bpm, obpm, dbpm,New Conf
74,Anquan Hill,St. Bonaventure,A10,31,24.9,87.3,13.9,39.1,41.89,7,20.2,5.9,18.9,8,11,0.727,19,41,0.463,4.3,2.2,17.2,So,9-Jun,35,-0.274456,2023,74995,"Philadelphia, PA",Sacred Heart,0.714348981,16,27,3,14,0.592592593,0.214285714,2,2,1,1.12785,0,-1.94243,-4.25201,2.30958,NEC
75,Jalin Anderson,Loyola Marymount,WCC,30,63.4,92,23.6,48.6,49.77,1.4,5.7,15,23,28,45,0.622,65,147,0.442,0.5,1.7,16.3,Jr,3-Jun,0,0.839993,2023,72830,"Jackson, TN",Ball St.,0.917827416,32,64,33,83,0.5,0.397590361,3,4,0.75,2.1364,0,-3.84686,-1.98842,-1.85843,MAC
76,Jae'Lyn Withers,Louisville,ACC,32,63,93.6,20.7,52.2,55.4,3.7,22,7.1,25.3,50,68,0.735,57,128,0.445,1.8,1.6,30.4,Jr,9-Jun,24,0.89426,2023,71359,"Charlotte, NC",North Carolina,0.352082207,32,55,25,73,0.581818182,0.342465753,2,3,0.666666667,2.08443,0,-2.13665,-1.84589,-0.290761,ACC
77,Trace Young,Colorado St.,MWC,11,2.2,46.7,13.7,16.7,16.67,0,0,11.8,15.7,0,0,0,1,4,0.25,0,0,0,Jr,3-Jun,0,-0.382564,2023,73529,"Austin, TX",LSU,2.00120048,0,0,1,4,0,0.25,0,0,0,0.142665,0,-15.6835,-8.87562,-6.80789,SEC
78,Perry Cowan,Brown,Ivy,27,29.5,93.8,16,46.5,45.53,2.3,4.1,5.9,6.6,1,7,0.143,5,16,0.313,0.7,1.1,6.9,Sr,4-Jun,3,0.013914,2023,71809,"Chicago, IL",Manhattan,1.666966697,3,3,2,13,1,0.153846154,0,0,0,0.937593,0,-3.36927,-0.834012,-2.53526,MAAC
79,Jarius Hicklen,North Florida,ASun,29,82.5,106.5,20.7,50.8,54.07,1.7,9.8,16.9,16.2,61,81,0.753,37,86,0.43,0.1,1.6,27,Sr,3-Jun,10,2.11507,2023,74521,"Dallas, TX",Oklahoma St.,1.606596534,34,69,3,17,0.492753623,0.176470588,0,0,0,1.63272,0,-0.593988,2.46845,-3.06244,B12
80,Dominic Brewton,Alcorn St.,SWAC,27,53.3,100,26.9,43.3,49.31,4.8,13,16.1,16.3,80,98,0.816,97,216,0.449,0.2,2.6,34.6,So,4-Jun,23,1.8969,2023,71761,"Cincinnati, OH",Cal St. Fullerton,0.921541638,58,95,39,121,0.610526316,0.32231405,7,7,1,1.81393,0,-1.63351,0.0429683,-1.67648,BW
81,Yvan Ouedraogo,Grand Canyon,WAC,25,47.7,98,13.4,47.9,49.06,9.7,16.7,2.6,18.4,33,66,0.5,45,94,0.479,2.9,1.5,70.2,Jr,9-Jun,24,0.262308,2023,71226,"Bordeaux, France",Cal Baptist,0.3929,39,74,6,20,0.527027027,0.3,6,7,0.857142857,2.4929,0,-0.128965,-1.15177,1.0228,WAC
82,Alex Timmerman,Bucknell,Pat,31,70.4,109.8,22.8,52.2,56.38,8.7,22.2,14,14.8,81,110,0.736,135,251,0.538,2.2,1.6,41.2,Sr,9-Jun,40,2.31338,2023,71483,"Crystal Lake, IL",Winthrop,1.139968,99,167,36,84,0.592814371,0.428571429,1,2,0.5,2.22188,0,0.411232,0.365546,0.0456861,BSth
83,Jahmyl Telfort,Northeastern,CAA,30,84,105.4,25.1,50.5,54.76,3.5,12.1,15.6,16.8,95,119,0.798,131,253,0.518,1.4,1.8,30.5,Jr,7-Jun,11,2.69614,2023,72348,"Boucherville, QC",Butler,0.916666667,62,102,69,151,0.607843137,0.456953642,2,5,0.4,2.27957,0,-0.0619538,1.17863,-1.24059,BE
84,Saint Thomas,Loyola Chicago,A10,14,20.5,77.6,16.4,33.3,40.47,2.6,18.2,15.5,28.2,13,16,0.813,7,18,0.389,0.5,1.9,33.3,So,7-Jun,0,-0.941935,2023,75167,"Omaha, NE",Northern Colorado,1.099958001,4,8,3,10,0.5,0.3,1,1,1,1.4472,0,-4.1625,-3.99919,-0.163311,BSky
85,Mike Marsh,Jacksonville,ASun,19,43,101.1,25.7,54.7,56.97,8.9,15.1,8.2,18.7,31,45,0.689,81,146,0.555,1,1.9,30.4,Jr,11-Jun,12,1.55666,2023,75360,"Columbia, SC",Oklahoma St.,0.472195062,43,70,38,76,0.614285714,0.5,10,11,0.909090909,2.04497,0,-2.86857,-1.90009,-0.968475,B12
86,Austin Nunez,Arizona St.,P12,28,31.3,92.3,16.1,50.9,54.1,1.9,5.7,10,26,18,22,0.818,24,53,0.453,0.2,2.4,20.8,Fr,2-Jun,2,0.20843,2023,77056,"Garden Ridge, TX",Mississippi,0.727218734,14,26,10,27,0.538461538,0.37037037,1,1,1,1.6914,0,-0.497847,-1.2171,0.719254,SEC
87,Justice Hill,LSU,SEC,30,51.7,83.8,19.8,35.5,37.22,1.5,6.9,24.1,18.2,19,33,0.576,34,105,0.324,0.4,2.5,15.7,Sr,Jun-00,3,-0.120212,2023,72424,"Little Rock, AR",Loyola Marymount,1.975561572,22,60,12,45,0.366666667,0.266666667,2,2,1,1.85954,0,-3.29475,-1.67357,-1.62117,WCC
88,Benny Schroeder,Oklahoma,B12,6,1.9,75.2,38,50,52.14,10.6,13.8,0,31.7,2,3,0.667,6,11,0.545,0,0,25,Fr,7-Jun,0,0.100552,2023,76808,"Munich, Germany",George Washington,0,4,6,2,5,0.666666667,0.4,1,1,1,0.386413,0,-19.1268,-11.6684,-7.45839,A10
89,Nahiem Alleyne,Connecticut,BE,39,44.7,104.1,15,44.4,47.69,2.4,5.1,8,14,27,31,0.871,39,91,0.429,0.3,1.5,15.8,Sr,4-Jun,4,0.903714,2023,70540,"Buford, GA",St. John's,1.320124805,13,35,24,52,0.371428571,0.461538462,1,2,0.5,2.08527,0,2.24153,1.63259,0.608941,BE
90,Amar'e Marshall,Hofstra,CAA,27,23.6,92.3,24,50,54.25,1.9,14.4,12,24.4,25,32,0.781,29,66,0.439,1.6,1.5,32,Fr,4-Jun,24,0.361136,2023,75542,"Montclair, NJ",Albany,0.874967189,25,53,4,13,0.471698113,0.307692308,1,1,1,1.18114,0,-3.65196,-3.29032,-0.361636,AE
91,Landon Moore,St. Francis PA,NEC,17,45.9,109.9,23,51.1,56.24,0.9,10.1,23,14.7,52,63,0.825,48,99,0.485,0.2,1,35.2,Fr,3-Jun,14,2.54846,2023,76284,"Bloomington, IL",Butler,2.058787371,30,55,18,44,0.545454545,0.409090909,0,0,0,1.3864,0,-2.80827,1.47313,-4.2814,BE
92,Mika Adams-Woods,Cincinnati,Amer,35,74.5,108.7,16.1,51.7,54.04,0.7,8.3,18.1,17.3,34,41,0.829,64,132,0.485,0.6,2.1,15.1,Jr,3-Jun,3,1.89502,2023,70410,"Syracuse, NY",St. Bonaventure,2.169813884,54,100,10,32,0.54,0.3125,0,0,0,3.14434,0,3.20013,1.74708,1.45305,A10
93,Faizon Fields,Old Dominion,SB,30,40.7,117.1,16.2,55.2,58.19,14,14.2,2.1,13.7,40,62,0.645,53,96,0.552,5.9,1.7,64.6,So,10-Jun,25,1.36417,2023,76354,"Memphis, TN",Milwaukee,0.388908026,45,70,8,26,0.642857143,0.307692308,10,14,0.714285714,1.64861,0,1.4719,0.0974199,1.37448,Horz
94,Tyrel Bladen,Rider,MAAC,28,18,123.5,13.6,70.6,68.09,11,11.7,7.1,19.1,8,15,0.533,24,34,0.706,3.7,1.4,44.1,Sr,10-Jun,11,0.612108,2023,65878,"Coatesville, PA",Norfolk St.,0.800174014,19,28,5,6,0.678571429,0.833333333,1,1,1,0.572452,0,1.98119,1.44664,0.534553,MEAC
95,Malik Thomas,USC,P12,27,16.6,87.7,19.5,40.5,45.12,4.5,9.5,7.6,19.1,14,19,0.737,18,44,0.409,0,2.7,30.2,So,5-Jun,1,0.140251,2023,75409,"Fontana, CA",San Francisco,0.642815815,15,29,3,15,0.517241379,0.2,1,3,0.333333333,0.880649,0,-2.9736,-2.25323,-0.720369,WCC
96,Nicolas Timberlake,Towson,CAA,33,88.2,114.8,23.3,56.1,59.82,1.7,11.4,14.1,17.4,98,116,0.845,105,212,0.495,1.2,1.7,26.8,Sr,4-Jun,25,3.72425,2023,66368,"Braintree, MA",Kansas,1.012819428,44,69,61,143,0.637681159,0.426573427,14,15,0.933333333,2.83215,0,1.90386,2.90406,-1.0002,B12
97,Jayden Taylor,Butler,BE,32,75.5,94.5,24.8,47.6,52.77,2.5,12.5,8.9,16.9,97,125,0.776,90,193,0.466,1.2,2.6,37.8,So,4-Jun,13,1.78239,2023,75725,"Indianapolis, IN",North Carolina St.,0.588235294,58,106,32,87,0.547169811,0.367816092,5,5,1,3.47955,0,-0.00637582,-0.854145,0.84777,ACC
98,Jaykwon Walton,Wichita St.,Amer,28,69.5,117.4,19.6,61.8,64.92,3.1,15,12.3,17.7,75,96,0.781,94,149,0.631,0.9,1.4,37.8,Jr,7-Jun,10,3.49445,2023,71878,"Columbia, GA",Memphis,1.01885995,76,107,18,42,0.710280374,0.428571429,18,19,0.947368421,3.19514,0,4.0671,3.31329,0.753815,Amer
99,Luis Kortright,Quinnipiac,MAAC,30,63.9,93.4,26,41.7,44.01,3.1,14.5,29.5,18.3,57,104,0.548,89,214,0.416,0.3,2.9,35.1,Jr,3-Jun,15,1.03564,2023,72455,"Manhattan, NY",Rhode Island,1.818224519,61,128,28,86,0.4765625,0.325581395,8,10,0.8,2.42664,0,-0.138476,-0.701199,0.562723,A10
100,Jonathan Aybar,North Florida,ASun,28,37.9,103.1,28.3,58.5,59.32,8.9,14,12.2,21.7,42,70,0.6,81,139,0.583,3.6,1.8,42.7,So,9-Jun,21,1.31779,2023,72604,"Kissimmee, FL",FIU,0.49057565,61,101,20,38,0.603960396,0.526315789,15,17,0.882352941,1.03136,0,-1.67905,-0.362403,-1.31664,CUSA
101,Ian Granja,Memphis,Amer,5,0.8,48.6,32.5,25,25,0,0,14.7,31.1,0,0,0,0,2,0,10.7,5,0,Fr,7-Jun,14,-0.254375,2023,76319,"Barcelona, Spain",Coastal Carolina,0.5,0,0,0,2,0,0,0,0,0,0.265623,0,-11.1906,-13.1285,1.93791,SB
102,Brett Rumpel,St. Bonaventure,A10,24,15.5,76.6,21.6,40.8,48.91,1.2,10.4,24.9,39,15,19,0.789,14,36,0.389,1.2,3.3,50,Fr,4-Jun,24,-0.247144,2023,74775,"Binghamton, NY",Manhattan,0.928516328,10,21,4,15,0.476190476,0.266666667,0,0,0,0.830276,0,-7.5924,-7.87336,0.280959,MAAC
103,Josiah Davis,West Virginia,B12,6,0.7,71,45,33.3,42.74,0,27.9,20.8,28.4,3,6,0.5,1,3,0.333,0,0,200,Fr,3-Jun,12,-0.0082487,2023,76069,"Kitchener, ON",Tennessee Tech,0.500150015,1,3,0,0,0.333333333,0,0,0,0,0.144642,0,-15.3044,-13.1237,-2.18062,OVC
104,Keeshawn Kellman,Princeton,Ivy,30,42.7,107.3,24.3,60.6,61.77,11.9,17.5,6.2,21.8,42,65,0.646,100,165,0.606,4.5,0.3,39.4,Sr,9-Jun,32,1.55578,2023,71344,"Allentown, PA",Florida Gulf Coast,0.313715648,79,121,21,44,0.652892562,0.477272727,28,34,0.823529412,1.76715,0,-0.430323,-0.964053,0.53373,ASun
105,Zid Powell,Buffalo,MAC,28,55.4,98.9,28.9,43.6,50.6,4.4,15,20.7,18.9,102,128,0.797,104,204,0.51,1.9,4.1,44.6,Jr,4-Jun,13,1.75426,2023,77175,"Philadelphia, PA",UTEP,1.057129837,80,144,24,60,0.555555556,0.4,23,26,0.884615385,2.36691,0,2.09599,0.503496,1.59249,CUSA
106,Nick Kern Jr.,VCU,A10,35,44,111,15,62.8,62.9,5.3,12.9,9.7,20.3,23,38,0.605,78,121,0.645,1.6,2.3,29.5,So,6-Jun,24,1.07761,2023,75116,"St. Louis, MO",Penn St.,0.90626709,74,108,4,13,0.685185185,0.307692308,22,25,0.88,2.22822,0,2.98902,0.224169,2.76485,B10
107,Aaron Estrada,Hofstra,CAA,31,83.9,107.5,29.3,54.8,57.26,1.6,14.5,23.3,16.7,76,94,0.809,170,312,0.545,0.6,2.4,18.7,Sr,3-Jun,1,4.08675,2023,70970,"Woodbury, NJ",Alabama,1.389492576,83,134,87,178,0.619402985,0.488764045,2,2,1,3.8215,0,4.21328,3.47265,0.740631,SEC
108,Jaylani Darden,Longwood,BSth,24,18.7,90,21,44.4,46.66,6.7,17.5,15.4,25.4,9,14,0.643,13,40,0.325,0.6,2.1,22.2,So,5-Jun,5,0.019916,2023,75470,"Norflok, VA",Norfolk St.,1,7,22,6,18,0.318181818,0.333333333,0,0,0,0.897017,0,-3.25648,-3.4149,0.158424,MEAC
109,Davon Barnes,Texas Southern,SWAC,32,77.1,98.8,22.8,46.1,51.81,4.7,11,13.1,18,108,139,0.777,133,272,0.489,0.6,1.5,40.1,Fr,5-Jun,42,1.56817,2023,74980,"Memphis, TN",Sam Houston St.,0.833347436,92,153,41,119,0.60130719,0.344537815,9,10,0.9,2.32402,0,-1.94105,-0.764396,-1.17666,WAC
110,Michael Green III,Robert Morris,Horz,30,63.9,101.7,21.9,49.1,53.42,1,6.7,31.7,23.2,50,60,0.833,65,139,0.468,0.1,2,26.4,Sr,11-May,3,1.20141,2023,70557,"Bronx, NY",James Madison,1.926510144,32,61,33,78,0.524590164,0.423076923,0,0,0,1.96195,0,-4.02189,-1.18396,-2.83793,SB
111,Jesus Carralero,Campbell,BSth,4,8.9,95.9,26.3,62.1,59.43,4.5,19.6,25.7,28.4,5,12,0.417,13,23,0.565,1.1,2.7,36.4,Sr,8-Jun,12,1.74623,2023,71355,"Malaga, Spain",Missouri,0.8125,8,13,5,10,0.615384615,0.5,0,0,0,2.87674,0,-0.718718,-0.75769,0.0389724,SEC
112,Harlond Beverly,Miami FL,ACC,37,30.5,105.1,16.4,53,56.95,1.1,10.6,15.9,23.6,24,30,0.8,33,58,0.569,0.5,2.6,30.3,So,6-Jun,5,0.681798,2023,71885,"Detroit, MI",Wichita St.,1.466699556,32,47,1,11,0.680851064,0.090909091,9,10,0.9,1.18781,0,1.1018,0.944461,0.157344,Amer
113,Makai Willis,Fairfield,MAAC,22,18.6,83,15.5,45.6,47.59,5.3,22.7,6.8,28.1,5,7,0.714,16,31,0.516,2.3,0.8,15.6,So,9-Jun,11,-0.363834,2023,75779,"Tallahassee, FL",Louisiana Monroe,0.437401179,10,15,6,16,0.666666667,0.375,2,2,1,0.939439,0,-6.17413,-6.03063,-0.143497,SB
114,Glenn Taylor Jr.,Oregon St.,P12,31,75.6,98.5,23.6,46.2,54.79,3.1,12.1,17.6,21.5,121,150,0.807,87,188,0.463,0.5,1.3,60,So,6-Jun,35,2.13707,2023,75523,"Las Vegas, NV",St. John's,0.864214602,73,132,14,56,0.553030303,0.25,1,1,1,2.68315,0,-0.568524,-0.402047,-0.166477,BE
115,Jamel King,West Virginia,B12,8,2.1,105.3,20.8,54.5,54.55,4.2,17.3,14.6,19.1,0,0,0,3,5,0.6,0,2,0,So,7-Jun,4,0.255707,2023,75455,"Uniontown, AL",Kennesaw St.,1,2,3,1,2,0.666666667,0.5,0,0,0,0.367493,0,2.33312,2.19476,0.138359,ASun
116,Nobal Days,Tulane,Amer,19,11,79,9.9,46.7,42.62,2.5,10.7,12.5,31.6,0,3,0,7,15,0.467,7.9,1.2,20,Jr,9-Jun,4,-0.479582,2023,70620,"Racine, WI",Charleston Southern,1.374732843,1,2,6,13,0.5,0.461538462,1,2,0.5,0.633735,0,-1.54437,-5.10577,3.5614,BSth
117,Kidtrell Blocker,Buffalo,MAC,30,41.8,90.5,15.3,48.3,49.51,3,10.4,12.9,26.9,8,11,0.727,31,69,0.449,0.6,1.8,9.2,So,5-Jun,2,-0.193653,2023,75722,"Rochester, NY",IUPUI,1.136363636,22,40,8,28,0.55,0.285714286,3,5,0.6,1.27043,0,-3.09412,-2.52532,-0.568795,Horz
118,Steven Ashworth,Utah St.,MWC,34,82.9,127.8,21.8,60.4,65.31,1.2,10.1,26.1,13.7,120,137,0.876,56,109,0.514,0.1,2.1,38.5,Jr,1-Jun,3,5.60051,2023,73133,"Alpine, UT",Creighton,2.694963517,19,36,37,73,0.527777778,0.506849315,0,0,0,3.50568,0,8.43222,7.98935,0.442869,BE
119,Jacco Fritz,Canisius,MAAC,29,66.9,118.5,17.4,58.6,61.5,8.4,17.8,18.9,18.2,58,83,0.699,79,137,0.577,1.7,2,50.9,Sr,10-Jun,10,2.34595,2023,70741,"Tiel, Netherlands",Hofstra,1.904785714,72,114,6,22,0.631578947,0.272727273,12,14,0.857142857,2.23429,0,3.79879,2.07396,1.72484,CAA
120,Primo Spears,Georgetown,BE,32,92.2,95.9,27.1,43.7,47.98,1.8,7.2,30.1,18.9,96,121,0.793,167,385,0.434,0.1,1.7,25.5,So,3-Jun,1,2.63402,2023,74408,"Windsor, CT",Florida St.,1.594324528,53,122,114,263,0.43442623,0.433460076,0,0,0,2.40014,0,-2.03894,0.452883,-2.49183,ACC
121,Freds Pauls Bagatskis,Georgia Tech,ACC,7,1.6,105.9,13,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,Fr,8-Jun,12,0.0834862,2023,76905,"Riga, Latvia",UT Arlington,0,0,0,0,0,0,0,0,0,0,0.160661,0,-5.29234,-0.274745,-5.0176,WAC
122,Roosevelt Wheeler,Louisville,ACC,25,17.1,83.9,12.6,37.5,36.99,12.3,15,2.7,17.2,6,18,0.333,12,31,0.387,2.6,1.4,56.3,So,11-Jun,4,-0.305517,2023,75649,"Richmond, VA",VCU,0.375,10,20,2,11,0.5,0.181818182,4,6,0.666666667,0.689266,0,-4.19427,-3.21745,-0.976819,A10
123,Jamar Franklin,South Alabama,SB,30,26.9,95.6,19.6,46.6,48.1,2.1,7,6.1,10.3,9,12,0.75,10,29,0.345,1.1,0.7,10.2,Fr,2-Jun,1,0.359613,2023,77053,"Rockledge, FL",Georgia Southern,1.071542857,5,16,5,13,0.3125,0.384615385,0,0,0,0.961201,0,-2.3398,-0.0758504,-2.26395,SB
124,Great Osobor,Montana St.,BSky,33,47.1,104,27.9,61.5,63.81,9.1,20.2,12,24.6,94,141,0.667,111,181,0.613,5.5,2,77,So,8-Jun,3,1.59722,2023,74950,"Bradford, England",Utah St.,0.452051604,95,151,16,30,0.629139073,0.533333333,20,24,0.833333333,2.26206,0,3.01228,-0.845794,3.85808,MWC
125,Jaylan Gainey,Brown,Ivy,27,61.9,125.8,15.1,71.5,68.77,9.6,22.8,3.6,14.3,25,51,0.49,108,151,0.715,10.6,0.4,33.8,Sr,9-Jun,22,2.60676,2022,66428,"Greensboro, NC",Florida St.,0.439972161,80,105,28,46,0.761904762,0.608695652,50,54,0.925925926,2.48336,0,3.9604,0.0345774,3.92583,ACC
126,Jemarl Baker,Fresno St.,MWC,27,72.5,102,23.7,47.7,50.69,1.6,10.4,20.8,12.8,50,66,0.758,67,146,0.459,0.1,2,21.5,Sr,5-Jun,1,2.43691,2023,66618,"Menifee, CA",New Mexico,1.883766361,27,40,40,106,0.675,0.377358491,0,0,0,3.02164,0,1.05482,1.94783,-0.893008,MWC
127,Max Abmas,Oral Roberts,Sum,31,91.1,120.3,27.5,54.5,60.22,1.5,10.1,19.8,11.3,149,163,0.914,104,201,0.517,0.6,1.8,33.4,Sr,Jun-00,3,5.24312,2023,71751,"Rockwall, TX",Texas,1.985080686,64,112,40,89,0.571428571,0.449438202,0,0,0,3.22344,0,4.26163,5.77186,-1.51022,B12
128,Adam Miller,LSU,SEC,33,82.6,93.7,20.2,44.3,48.6,0.9,7.3,10.7,18.7,68,82,0.829,43,114,0.377,0.7,1.5,23.4,So,3-Jun,44,1.13954,2023,73217,"Peoria, IL",Arizona St.,0.797120857,26,60,17,54,0.433333333,0.314814815,1,1,1,2.5454,0,-1.27639,0.120797,-1.39718,P12
129,Jackson Price,The Citadel,SC,22,29.3,113.4,17.5,60.3,62.29,4.3,9.9,3.6,13,21,29,0.724,27,49,0.551,0.7,1,29.9,So,8-Jun,0,1.11819,2023,75549,"Hiram, GA",Marist,0.400030665,22,35,5,14,0.628571429,0.357142857,2,2,1,0.826747,0,-4.38708,-0.258158,-4.12892,MAAC
130,Tone Hunter,Long Beach St.,BW,31,56.3,80.9,23.3,42.7,46.81,2,8.5,19.4,31.4,51,74,0.689,72,154,0.468,0.5,2.6,33.9,So,1-Jun,21,-0.165662,2023,75987,"Las Vegas, NV",Oakland,0.86275842,53,98,19,56,0.540816327,0.339285714,1,1,1,1.87785,0,-4.82776,-3.99135,-0.83641,Horz
131,Jamarii Thomas,UNC Wilmington,CAA,32,47.7,90.2,26.3,41.3,47.27,3,11.5,24,22.3,60,80,0.75,54,142,0.38,0.6,2.2,40,So,Jun-00,0,0.58151,2023,74512,"Greensboro, NC",Norfolk St.,1.271192301,31,68,23,74,0.455882353,0.310810811,3,3,1,1.83939,0,-2.88951,-2.63105,-0.258453,MEAC
132,Dame Adelekun,Dartmouth,Ivy,25,57.1,109.1,30.8,57.6,58.52,10.6,24,27.7,16.9,58,96,0.604,137,239,0.573,8.6,2.3,37.5,Sr,8-Jun,32,2.96899,2023,71043,"Gastonia, NC",Loyola Chicago,1.155206927,118,188,19,51,0.627659574,0.37254902,15,16,0.9375,2.58567,0,9.64173,3.89799,5.74375,A10
133,KyKy Tandy,Xavier,BE,22,15.6,89,14.1,38.4,40.46,1,7.1,12.9,17,5,7,0.714,8,22,0.364,1.3,2.6,12.5,Sr,2-Jun,15,-0.0945231,2023,70756,"Hopkinsville, KY",Jacksonville St.,2.000220022,6,14,2,8,0.428571429,0.25,0,0,0,1.11332,0,-0.162658,-0.640889,0.47823,ASun
134,DeAnthony Tipler,East Tennessee St.,SC,19,42.3,98.3,21.7,49.7,50.86,2.1,11.5,13.7,17.3,19,31,0.613,35,80,0.438,0.5,3,17.6,Sr,10-May,3,0.866509,2023,72791,"Ashland, MS",UT Rio Grande Valley,0.972983711,20,43,15,37,0.465116279,0.405405405,0,0,0,2.17779,0,-1.23661,-0.254774,-0.981836,WAC
135,Maximus Nelson,Valparaiso,MVC,30,42.6,95.3,14.2,52.3,53.39,2.7,18.3,2.8,16.7,6,6,1,12,23,0.522,0.8,0.6,4.5,Fr,8-Jun,13,-0.0666719,2023,76951,"Appleton, WI",Fort Wayne,0.347890551,8,13,4,10,0.615384615,0.4,1,1,1,1.22195,0,-4.95922,-2.68244,-2.27678,Horz
136,Leo O'Boyle,Lafayette,Pat,33,73.6,114.5,18.4,55.5,59.72,3.9,10.5,11.9,11.3,70,81,0.864,46,101,0.455,1.3,1.9,28.6,Sr,7-Jun,33,2.31265,2023,71110,"Scranton, PA",Penn St.,1.55886635,29,52,17,49,0.557692308,0.346938776,0,0,0,2.62008,0,1.23799,1.29876,-0.0607652,B10
137,Zane Meeks,San Francisco,WCC,28,44.2,110.6,25.5,55.8,58.69,11,17.4,8.2,17.1,54,73,0.74,75,123,0.61,1.8,0.3,32.3,Jr,9-Jun,15,2.39106,2023,70414,"Prairie Village, KS",Arizona St.,0.478249905,63,95,12,28,0.663157895,0.428571429,7,9,0.777777778,1.88711,0,0.088503,2.00006,-1.91156,P12
138,Brock Williams,High Point,BSth,23,22.5,92.1,19.3,44.9,47.42,1.3,10.5,16,18.7,21,39,0.538,25,59,0.424,1.2,2.8,56.5,So,10-May,23,0.0438941,2023,74288,"Burlington, NC",North Carolina Central,1.2,19,38,6,21,0.5,0.285714286,0,0,0,0.792412,0,-5.63456,-3.79445,-1.84011,MEAC
139,DJ Rodman,Washington St.,P12,31,71.5,119.7,16,52.7,56.96,7.9,14.5,8.8,12.7,61,77,0.792,42,91,0.462,1,1.5,34.2,Sr,6-Jun,11,3.3218,2023,71349,"Newport Beach, CA",USC,1.343698537,33,63,9,28,0.523809524,0.321428571,1,1,1,3.38757,0,5.98295,4.19587,1.78707,P12
140,Chazz Hutchison,UC Irvine,BW,27,18.6,96.9,13.1,63.2,58,7.6,19.9,3.6,25,6,18,0.333,24,38,0.632,1.3,1.4,47.4,Jr,9-Jun,5,0.0281219,2023,76336,"Mission Viejo, CA",Southern Utah,0.333333333,20,32,4,6,0.625,0.666666667,0,0,0,0.991514,0,-0.768047,-2.49298,1.72493,WAC
141,Khalen Robinson,Texas A&M,SEC,18,7.2,96.8,20.6,52.4,56.75,2.3,10.2,19.9,28.7,11,17,0.647,8,12,0.667,0,3.5,81,Jr,Jun-00,1,0.256211,2023,72943,"Little Rock, AR",Little Rock,1,3,4,5,8,0.75,0.625,0,0,0,0.636053,0,1.43735,-0.0317899,1.46914,OVC
142,Bostyn Holt,Utah,P12,24,18.3,88.2,14.3,48.7,52.1,2.9,14.6,9.5,28.6,12,19,0.632,17,31,0.548,1.3,1.5,50,Sr,6-Jun,3,-0.0974202,2023,75571,"Portland, OR",South Dakota,0.749962502,15,25,2,6,0.6,0.333333333,0,0,0,1.23821,0,-0.969719,-3.47069,2.50097,Sum
143,Jacob Johnson,LIU Brooklyn,NEC,27,83.7,92.2,18.1,41.9,48.95,6.2,13.3,10.3,19.3,82,109,0.752,86,204,0.422,1.3,2,48.9,So,5-Jun,4,0.076568,2023,70720,"Minneapolis, MN",Middle Tennessee,0.836074926,61,130,25,74,0.469230769,0.337837838,8,9,0.888888889,1.45676,0,-4.80109,-2.98714,-1.81395,CUSA
144,Skyy Clark,Illinois,B10,13,23.7,95.7,17.7,51.4,54.22,2.2,14.7,15.2,27.5,16,23,0.696,15,28,0.536,0.6,1.3,31.5,Fr,3-Jun,55,0.62223,2023,76976,"Los Angeles, CA",Louisville,1,12,19,3,9,0.631578947,0.333333333,2,2,1,2.70818,0,-0.0458873,-0.852425,0.806538,ACC
145,Noah Reynolds,Wyoming,MWC,18,38.2,97.5,32.6,53.9,55.73,1.9,9,22,20.2,40,61,0.656,77,137,0.562,0.8,0.9,29.5,So,3-Jun,21,2.38651,2023,75585,"Peoria, IL",Green Bay,0.764697116,58,96,19,41,0.604166667,0.463414634,1,1,1,1.63299,0,-2.63354,0.426792,-3.06033,Horz
146,Frank Staine,Utah Tech,WAC,30,64.5,108.5,15.6,49.5,51.55,5,13.6,10.1,11.6,29,42,0.69,43,85,0.506,0.6,2.8,20.2,Jr,6-Jun,22,1.40965,2023,72319,"Inglewood, CA",Stephen F. Austin,1.555487656,25,41,18,44,0.609756098,0.409090909,0,0,0,2.28093,0,3.11704,2.41931,0.69773,WAC
147,CJ Fulton,Lafayette,Pat,30,78.4,109.3,18,53.3,55.07,2.5,14.9,30.8,17.3,24,28,0.857,57,120,0.475,0.2,3.4,10.4,So,2-Jun,20,2.042,2023,75752,"Belfast, Ireland",College of Charleston,2.777777778,33,59,24,61,0.559322034,0.393442623,0,0,0,3.51457,0,2.47676,1.01742,1.45934,CAA
148,Daniss Jenkins,Iona,MAAC,35,83.5,108.7,26.4,47.7,51.36,3.9,11,28,14.7,92,117,0.786,143,321,0.445,1.8,2.4,24.6,Jr,3-Jun,5,3.39772,2023,70329,"Dallas, TX",St. John's,2.217939514,53,135,90,186,0.392592593,0.483870968,12,17,0.705882353,3.56589,0,3.85299,3.15535,0.697635,BE
